"RH_CT_Int_Ctrl1" "RH_CT_Int_Ctrl2" "RH_CT_Int_Ctrl3" "RH_CT_Int_Ctrl4" "RH_CT_Int_BM1" "RH_CT_Int_BM2" "RH_CT_Int_BM3" "RH_CT_Int_BM4" "RH_CT_Ext_Ctrl1" "RH_CT_Ext_Ctrl2" "RH_CT_Ext_Ctrl3" "RH_CT_Ext_Ctrl4" "RH_CT_Ext_BM1" "RH_CT_Ext_BM2" "RH_CT_Ext_BM3" "RH_CT_Ext_BM4"
"SH1032187.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"SH1032733.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"SH1032745.09FU" 0 0 0 0 1 0 5 0 29 3 0 0 0 0 0 0
"SH1033726.09FU" 0 1 1 0 0 5 0 0 2 3 2 6 42 29 72 9
"SH1033742.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH1034206.09FU" 379 747 398 596 252 89 702 107 142 96 679 616 78 218 235 138
"SH1034210.09FU" 3 12 9 7 29 8 54 21 11 23 40 25 12 5 57 32
"SH1034699.09FU" 33 10 15 32 563 557 903 12060 46 20 26 65 6312 1546 663 1300
"SH1035123.09FU" 14 5 18 29 142 82 81 110 20 9 29 80 32 64 92 108
"SH1037033.09FU" 0 0 0 0 0 0 0 10 8 6 37 9 1 0 5 38
"SH1037090.09FU" 2 0 0 0 0 2 5 0 0 11 45 6 10 0 10 8
"SH1038477.09FU" 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 1
"SH1038538.09FU" 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"SH1038561.09FU" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"SH1038567.09FU" 880 586 1252 1821 733 621 2011 1343 2186 4116 3547 2575 885 760 984 1547
"SH1038856.09FU" 0 17 1 0 19 0 0 0 0 7 0 19 0 1 5 0
"SH1039137.09FU" 12 64 15 74 1 2 0 29 85 264 99 143 7 22 2 23
"SH1039180.09FU" 33 15 7 17 33 4 63 111 103 226 26 273 16 7 31 30
"SH1039256.09FU" 98 32 44 112 1 13 126 184 658 662 1888 440 16 27 103 45
"SH1039271.09FU" 1 0 1 4 1 1 4 11 1 1 0 1 2 1 4 1
"SH1039341.09FU" 55 0 0 15 0 0 21 2 41 27 3 13 5 0 0 0
"SH1040731.09FU" 1 0 1 0 19 19 8 17 0 0 3 1 12 23 26 27
"SH1041706.09FU" 0 0 4 3 0 0 0 0 0 0 0 0 0 0 1 1
"SH1042472.09FU" 0 0 0 0 1 0 0 18 0 0 0 0 1 0 0 0
"SH1042484.09FU" 0 0 0 0 0 0 0 6 0 0 0 0 0 0 6 3
"SH1044581.09FU" 0 0 0 0 0 6 0 4 0 0 15 0 3 0 0 0
"SH1045101.09FU" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0
"SH1045410.09FU" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1045435.09FU" 2 0 8 0 21 7 1 0 9 0 0 0 0 10 3 70
"SH1046038.09FU" 0 9 0 7 9 0 0 0 0 0 0 0 4 0 0 0
"SH1046042.09FU" 7 0 9 0 27 0 0 8 0 0 9 0 0 0 0 0
"SH1046127.09FU" 1 9 0 0 24 0 15 3 0 0 0 0 3 8 10 27
"SH1046366.09FU" 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0
"SH1048439.09FU" 0 0 5 4 0 0 0 0 0 0 0 1 0 0 0 0
"SH1048834.09FU" 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
"SH1053234.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1054946.09FU" 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0
"SH1055162.09FU" 137 208 79 292 70 42 35 73 50 600 47 62 27 12 19 34
"SH1056194.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1057489.09FU" 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0
"SH1058338.09FU" 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0
"SH1058415.09FU" 63 142 198 214 95 166 31 135 232 137 352 253 202 79 62 170
"SH1058579.09FU" 0 0 0 0 0 0 0 4 5 0 0 0 0 0 0 0
"SH1059749.09FU" 0 0 0 1 0 0 0 1 0 9 0 3 1 0 0 0
"SH1060327.09FU" 0 0 0 0 0 1 0 0 1 113 1 0 0 3 0 0
"SH1060350.09FU" 1 13 0 0 0 0 0 0 1 19 0 1 0 0 0 0
"SH1060902.09FU" 4 6 18 8 0 0 2 8 2 24 12 5 0 0 0 0
"SH1061921.09FU" 0 0 5 0 0 8 0 0 0 10 0 1 0 0 0 8
"SH1061989.09FU" 0 0 0 0 3 0 0 0 0 0 0 0 4 0 3 0
"SH1062064.09FU" 1 7 0 0 33 28 0 4 3 0 12 0 5 19 14 10
"SH1062590.09FU" 2 0 9 0 10 50 59 23 1 1 14 13 43 19 5 22
"SH1062808.09FU" 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0
"SH1062958.09FU" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"SH1063473.09FU" 1 0 0 0 0 15 57 13 0 4 0 7 0 6 10 0
"SH1063487.09FU" 8 0 0 22 9 0 0 3 0 0 0 6 0 0 0 0
"SH1063488.09FU" 4 20 4 10 0 35 35 24 33 5 2 0 1 12 10 4
"SH1063489.09FU" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"SH1063498.09FU" 212 244 234 486 494 649 427 443 457 441 224 465 205 185 195 153
"SH1063533.09FU" 0 0 0 0 3 12 0 0 0 0 0 0 0 0 0 0
"SH1063535.09FU" 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0
"SH1064675.09FU" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1064680.09FU" 0 0 0 0 0 1 0 0 1 69 0 0 0 0 29 0
"SH1065776.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1065777.09FU" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
"SH1066371.09FU" 0 0 1 0 3 0 1 1 1 2 0 1 2 6 4 2
"SH1066434.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH1066462.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"SH1066686.09FU" 2 3 4 3 6 1 10 40 1 2 2 15 55 36 68 119
"SH1066941.09FU" 4 28 13 40 0 0 39 1 0 0 0 1 80 111 202 31
"SH1066997.09FU" 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
"SH1067235.09FU" 0 0 0 0 0 0 0 5 9 0 0 0 0 0 0 0
"SH1067354.09FU" 15 28 15 17 0 0 15 0 2 2 2 8 0 7 0 1
"SH1067361.09FU" 4 10 10 0 0 0 0 0 5 3 0 8 0 4 0 0
"SH1067621.09FU" 1 3 2 2 55 342 6 226 0 2 0 0 129 6 13 4
"SH1067652.09FU" 34 1432 44 76 71 199 22 19 122 120 169 76 32 17 23 238
"SH1067657.09FU" 15 11 3 26 1 29 0 14 42 32 16 48 0 11 8 36
"SH1067658.09FU" 3 15 0 6 2 19 8 320 121 5 56 62 10 12 17 11
"SH1068126.09FU" 84 88 49 173 164 190 247 113 16 12 16 8 162 189 288 277
"SH1068207.09FU" 0 0 0 0 0 0 0 7 0 0 0 0 1 0 0 0
"SH1068224.09FU" 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
"SH1068234.09FU" 0 0 3 0 0 0 0 0 4 0 0 0 12 0 0 0
"SH1068547.09FU" 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"SH1068894.09FU" 0 0 0 0 10 8 0 0 1 0 0 0 5 0 0 0
"SH1068907.09FU" 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 4
"SH1069038.09FU" 0 0 0 0 0 0 0 0 0 14 0 0 0 1 0 0
"SH1069315.09FU" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"SH1070194.09FU" 0 0 0 11 0 0 0 1 1 0 0 1 0 0 0 0
"SH1070206.09FU" 1 0 1 6 1 0 0 1 19 0 2 1 0 0 0 0
"SH1070223.09FU" 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"SH1070236.09FU" 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1070271.09FU" 2 0 0 2 0 5 0 0 0 1 1 0 0 0 0 0
"SH1070903.09FU" 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0
"SH1071202.09FU" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
"SH1071203.09FU" 0 0 0 2 0 0 15 13 0 0 0 0 0 0 1 4
"SH1071204.09FU" 254 410 267 314 869 698 619 453 252 532 492 398 405 345 368 411
"SH1071508.09FU" 0 0 0 0 6 2 0 0 0 1 0 0 10 22 24 5
"SH1071618.09FU" 0 3 0 0 0 0 0 0 0 7 0 0 20 0 2 0
"SH1071928.09FU" 8 6 0 59 3 18 104 354 3 5 1147 571 0 87 0 40
"SH1072520.09FU" 1 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"SH1072526.09FU" 4 21 1 2 1 0 1 0 1 0 5 2 4 5 13 1
"SH1072530.09FU" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"SH1072909.09FU" 27 52 56 53 1135 1581 156 252 1837 326 437 611 124 118 88 56
"SH1073931.09FU" 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0
"SH1073934.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"SH1073994.09FU" 2237 1964 2381 3019 2474 2573 2550 3310 6237 5702 4969 6384 997 988 1179 1297
"SH1074019.09FU" 1 0 1 2 217 49 70 106 350 109 5 2 28 1 22 53
"SH1074075.09FU" 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0
"SH1074129.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH1074164.09FU" 2 0 3 0 7 8 42 18 0 0 0 11 23 61 25 80
"SH1074202.09FU" 558 1071 1270 1766 1864 1841 2462 528 330 272 1385 1925 925 1991 2367 1431
"SH1074224.09FU" 3 0 0 0 0 2 0 0 0 1 1 0 0 1 0 0
"SH1074226.09FU" 0 42 1 0 0 0 11 2 0 0 0 0 0 6 12 20
"SH1074275.09FU" 14 0 5 14 1 14 17 1 25 1 0 2 15 2 5 7
"SH1074565.09FU" 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
"SH1074706.09FU" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"SH1074730.09FU" 12 8 7 7 134 95 176 405 9 6 6 12 164 151 53 217
"SH1074744.09FU" 0 0 0 0 0 2 9 0 0 0 0 0 0 0 10 12
"SH1074750.09FU" 11 11 11 12 10 61 26 38 15 11 12 13 3 65 29 31
"SH1076177.09FU" 0 0 0 11 1 1 7 0 106 3 0 0 0 0 0 1
"SH1076244.09FU" 0 0 0 0 0 1 17 0 0 0 0 0 0 0 0 0
"SH1076545.09FU" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"SH1076550.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1077109.09FU" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"SH1077119.09FU" 50 179 26 57 89 194 261 254 2 23 1 3 78 20 112 110
"SH1077120.09FU" 0 0 0 0 0 15 0 0 0 0 0 0 0 4 0 6
"SH1077143.09FU" 77 311 39 71 16 27 24 60 58 52 65 32 38 50 40 18
"SH1077172.09FU" 0 1 0 2 1 4 2 1 0 0 2 2 0 1 1 1
"SH1077305.09FU" 6 0 18 2 10 0 0 15 4 40 102 97 8 2 1 2
"SH1078088.09FU" 188 165 275 158 2220 2721 788 1172 1591 810 1067 1466 171 104 213 134
"SH1078150.09FU" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SH1078310.09FU" 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1078317.09FU" 0 23 0 6 0 0 0 0 2 0 0 0 0 0 0 0
"SH1078325.09FU" 0 4 2 2 9 0 18 4 0 0 2 3 0 2 11 11
"SH1078435.09FU" 6 140 268 109 379 639 337 7 10 12 639 236 9 273 634 157
"SH1078444.09FU" 7 187 533 603 303 329 205 7 21 5 874 220 15 201 507 172
"SH1078447.09FU" 1153 1274 985 1920 2754 2092 2126 1727 1955 1524 1670 1208 1209 1217 1066 1060
"SH1078468.09FU" 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0
"SH1078494.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0
"SH1078529.09FU" 0 0 1 0 4 2 0 0 0 1 1 1 0 0 0 0
"SH1078562.09FU" 59 137 109 131 352 222 196 232 138 112 147 67 173 169 163 160
"SH1078570.09FU" 0 0 0 1 2 1 2 1 1 1 2 3 0 0 1 0
"SH1078591.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"SH1078672.09FU" 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0
"SH1078784.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"SH1078801.09FU" 6 3 1 1 90 46 102 59 27 42 15 8 43 2 10 5
"SH1078839.09FU" 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0
"SH1078862.09FU" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
"SH1078948.09FU" 12 3 14 11 145 57 59 152 182 217 474 479 14 12 84 239
"SH1079191.09FU" 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0
"SH1079201.09FU" 35 14 54 107 64 21 129 131 277 289 309 287 11 99 51 118
"SH1079291.09FU" 0 0 1 0 0 0 0 0 0 1 2 0 1 0 1 5
"SH1079362.09FU" 42 97 49 147 135 101 113 28 23 37 20 60 63 85 30 28
"SH1079370.09FU" 4 11 19 5 36 33 52 87 232 53 53 34 25 24 42 46
"SH1079430.09FU" 0 0 0 0 0 0 0 0 1 144 0 0 0 0 0 0
"SH1079440.09FU" 30 26 25 112 25 18 115 89 79 187 146 155 41 34 38 39
"SH1079668.09FU" 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1081563.09FU" 483 1494 739 843 699 850 303 752 1392 1158 2398 1998 549 891 562 1115
"SH1081689.09FU" 1 1 0 3 4 0 1 3 4 2 10 4 0 0 0 4
"SH1082030.09FU" 1 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0
"SH1082147.09FU" 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0 0
"SH1082255.09FU" 78 117 32 82 59 33 25 22 51 95 61 37 24 18 18 10
"SH1082322.09FU" 0 0 0 0 6 8 1 2 0 0 0 0 14 1 0 3
"SH1082575.09FU" 0 8 4 4 10 7 19 54 31 12 131 21 1 7 5 12
"SH1082749.09FU" 0 0 0 5 1 4 2 1 0 0 0 0 0 1 0 0
"SH1082776.09FU" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1083171.09FU" 0 5 9 0 3 0 0 0 0 0 0 0 0 0 0 0
"SH1083307.09FU" 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0
"SH1083571.09FU" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"SH1084786.09FU" 0 0 0 0 0 0 0 1 3 0 1 1 0 0 0 0
"SH1084790.09FU" 0 1 4 0 0 0 1 0 1 3 1 0 0 1 5 0
"SH1084806.09FU" 40 24 338 77 101 58 91 191 423 835 470 444 94 19 700 391
"SH1084830.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1085410.09FU" 0 0 0 0 20 0 4 0 0 0 0 4 0 4 0 0
"SH1085477.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH1085478.09FU" 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"SH1085542.09FU" 26 221 259 90 441 238 154 285 219 300 462 290 224 145 205 219
"SH1086438.09FU" 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
"SH1086563.09FU" 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0
"SH1086565.09FU" 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0
"SH1086663.09FU" 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
"SH1087408.09FU" 13 11 41 40 34 20 25 63 102 155 169 156 6 11 52 37
"SH1087535.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"SH1087868.09FU" 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0
"SH1087876.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1089517.09FU" 5 0 9 0 0 0 0 0 0 0 0 0 0 3 3 0
"SH1089531.09FU" 111 397 256 279 275 310 70 51 108 239 178 624 79 108 41 52
"SH1089538.09FU" 12 0 0 0 0 11 0 1 0 0 3 2 12 0 1 1
"SH1089540.09FU" 1 38 9 8 0 1 0 9 141 4 3 555 1 0 0 23
"SH1089550.09FU" 0 1 2 0 26 16 0 10 0 5 0 13 5 4 0 21
"SH1090464.09FU" 0 2 2 1 3 1 42 18 1 3 1 3 26 37 279 43
"SH1090594.09FU" 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 6
"SH1090683.09FU" 0 0 1 0 20 0 0 0 0 0 0 0 0 8 3 2
"SH1090718.09FU" 1 2 2 3 32 0 49 22 0 0 3 2 20 34 253 74
"SH1090747.09FU" 0 0 14 5 0 0 21 0 0 0 0 0 0 0 0 3
"SH1090777.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0
"SH1091136.09FU" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1091766.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0
"SH1091802.09FU" 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0
"SH1091901.09FU" 18 45 123 46 456 310 462 239 121 38 20 14 1265 774 1005 935
"SH1091909.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"SH1091914.09FU" 0 7 3 14 11 10 39 73 79 139 69 30 2 14 66 167
"SH1092032.09FU" 45 22 174 126 241 178 238 515 973 832 769 743 162 117 448 373
"SH1092073.09FU" 2 0 2 0 96 0 49 27 2 0 1 0 53 23 58 91
"SH1092097.09FU" 0 0 0 1 0 0 0 0 0 0 5 0 0 0 0 7
"SH1096194.09FU" 0 0 0 0 0 0 0 0 0 3 0 10 0 0 0 0
"SH1096287.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"SH1096289.09FU" 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
"SH1097164.09FU" 0 0 0 0 0 0 0 8 0 2 0 0 1 0 0 0
"SH1098771.09FU" 0 0 0 1 0 5 30 3 1 8 15 9 14 23 15 25
"SH1098776.09FU" 1 0 0 0 4 26 6 4 3 1 0 0 20 5 5 22
"SH1099475.09FU" 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"SH1100143.09FU" 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"SH1100153.09FU" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1100172.09FU" 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1100174.09FU" 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"SH1100186.09FU" 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
"SH1102553.09FU" 0 0 0 0 0 17 0 3 4 0 0 11 2 2 0 0
"SH1102555.09FU" 0 0 0 0 0 0 0 0 1 0 0 6 0 0 0 0
"SH1102638.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
"SH1104100.09FU" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
"SH1105914.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"SH1106461.09FU" 8 42 5 24 79 39 29 4 22 36 0 10 4 10 11 12
"SH1106524.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1108864.09FU" 0 0 0 0 0 0 0 0 1 0 0 0 0 18 0 0
"SH1110856.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0
"SH1110964.09FU" 264 300 381 593 394 357 1058 1332 1101 1062 1358 1161 335 475 587 1519
"SH1111046.09FU" 0 0 0 0 0 0 0 0 62 0 1 0 0 0 0 0
"SH1111055.09FU" 11 33 16 46 10 9 16 22 45 46 34 20 1 9 10 0
"SH1111148.09FU" 0 0 0 0 0 4 0 0 0 0 1 12 0 0 0 0
"SH1111208.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1111254.09FU" 60 140 106 78 89 70 187 176 198 329 210 256 98 74 76 131
"SH1111485.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1111490.09FU" 6 38 10 22 0 0 0 0 0 2 0 0 0 0 0 0
"SH1111576.09FU" 0 0 0 0 4 0 6 0 6 1 0 0 0 0 0 0
"SH1111728.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 5
"SH1111978.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 6
"SH1112718.09FU" 0 0 0 1 5 8 21 10 10 48 97 92 0 4 2 25
"SH1112870.09FU" 0 1 1 1 32 17 0 0 1 3 1 1 11 19 7 20
"SH1114330.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"SH1115018.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1116064.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"SH1116420.09FU" 2 0 9 8 29 73 30 46 4 17 4 16 14 20 19 93
"SH1117023.09FU" 0 0 0 0 0 0 4 0 0 0 0 12 12 0 0 7
"SH1117025.09FU" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3
"SH1117032.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5
"SH1117034.09FU" 5 12 6 0 21 11 12 1 10 8 24 21 6 2 20 5
"SH1117054.09FU" 0 1 0 31 0 0 0 0 1 0 0 0 1 0 5 2
"SH1117077.09FU" 0 7 5 13 3 16 14 23 22 15 10 10 30 21 19 23
"SH1117087.09FU" 8 64 21 20 18 39 76 34 12 48 50 44 49 35 94 10
"SH1117091.09FU" 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
"SH1117093.09FU" 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 6
"SH1117106.09FU" 0 13 0 10 24 25 7 1 2 15 6 29 19 5 57 26
"SH1117117.09FU" 0 12 13 1 6 0 11 0 0 0 3 12 0 1 40 11
"SH1117140.09FU" 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0
"SH1117809.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1117965.09FU" 0 0 0 0 18 4 0 0 0 12 0 0 0 0 0 0
"SH1118458.09FU" 22 6 29 5 0 1 3 12 0 25 28 7 0 0 21 9
"SH1118779.09FU" 0 0 1 0 4 0 1 5 0 0 0 0 0 0 0 0
"SH1119360.09FU" 0 0 0 0 3 0 0 1 0 0 0 0 0 0 2 0
"SH1119766.09FU" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"SH1119941.09FU" 1 32 24 3 7 2 14 6 10 17 30 6 5 13 0 0
"SH1119951.09FU" 0 1 0 4 0 7 0 1 16 9 16 21 0 0 14 0
"SH1120014.09FU" 0 0 8 0 0 4 0 5 2 3 0 6 0 1 8 0
"SH1120117.09FU" 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"SH1120928.09FU" 21 14 4 35 0 0 0 0 37 0 16 8 1 0 0 0
"SH1121020.09FU" 3 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1121142.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 5
"SH1121519.09FU" 0 0 0 0 0 0 4 4 0 0 0 0 5 13 4 6
"SH1122497.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17
"SH1123845.09FU" 0 0 1 0 1 1 0 1 0 0 0 2 0 0 0 0
"SH1125385.09FU" 0 0 1 4 10 0 10 11 5 2 7 4 1 3 0 11
"SH1125576.09FU" 5 85 13 18 7 20 24 15 1 0 15 5 6 9 62 20
"SH1125577.09FU" 0 1 0 0 0 0 0 0 0 0 1 0 0 1 5 1
"SH1126067.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0
"SH1126349.09FU" 30 79 29 60 63 65 56 57 24 42 51 128 36 50 52 72
"SH1127039.09FU" 0 0 3 3 2 0 1 2 4 0 0 0 14 8 1 7
"SH1127107.09FU" 132 490 614 339 33 45 84 17 22 30 36 13 61 218 129 100
"SH1127233.09FU" 17 31 18 33 37 46 26 37 11 18 22 30 26 27 25 4
"SH1130669.09FU" 0 0 0 0 0 0 0 0 0 1 8 1 0 0 0 0
"SH1131240.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"SH1131417.09FU" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1132075.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"SH1132818.09FU" 3 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"SH1132971.09FU" 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1133810.09FU" 1 0 0 0 0 0 37 0 0 0 0 0 0 0 0 1
"SH1134998.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"SH1135654.09FU" 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
"SH1135666.09FU" 2 2 6 4 1 0 0 3 5 0 0 6 0 0 0 0
"SH1136460.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"SH1136580.09FU" 8 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0
"SH1136637.09FU" 0 0 1 1 0 0 1 0 5 1 6 7 0 20 159 1
"SH1136656.09FU" 4 2 5 8 143 172 195 1490 9 1 2 9 78 32 539 471
"SH1136990.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH1138355.09FU" 0 0 0 0 0 0 1 4 0 0 0 1 0 0 0 0
"SH1139177.09FU" 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
"SH1142630.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1142675.09FU" 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
"SH1143730.09FU" 22 27 9 6 11 0 14 0 0 0 9 3 17 36 13 10
"SH1144279.09FU" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"SH1144292.09FU" 0 1 3 0 0 0 0 0 0 3 1 0 0 3 0 0
"SH1144707.09FU" 0 0 0 0 0 5 1 0 0 0 0 0 6 4 5 0
"SH1144708.09FU" 0 0 4 0 2 1 0 0 3 1 1 0 2 1 1 0
"SH1144710.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 6
"SH1146132.09FU" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"SH1146163.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"SH1146200.09FU" 0 0 0 2 6 0 0 3 0 0 0 7 0 0 5 0
"SH1146815.09FU" 1 24 8 3 16 14 24 9 0 14 5 13 0 4 0 1
"SH1147124.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
"SH1147149.09FU" 0 0 0 3 0 0 0 1 0 0 0 0 1 2 33 77
"SH1147165.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
