"RH_CT_Int_Ctrl1" "RH_CT_Int_Ctrl2" "RH_CT_Int_Ctrl3" "RH_CT_Int_Ctrl4" "RH_CT_Int_BM1" "RH_CT_Int_BM2" "RH_CT_Int_BM3" "RH_CT_Int_BM4" "RH_CT_Ext_Ctrl1" "RH_CT_Ext_Ctrl2" "RH_CT_Ext_Ctrl3" "RH_CT_Ext_Ctrl4" "RH_CT_Ext_BM1" "RH_CT_Ext_BM2" "RH_CT_Ext_BM3" "RH_CT_Ext_BM4"
"SH2256892.09FU" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"SH2286027.09FU" 0 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0
"SH2340005.09FU" 28 247 19 76 154 192 2 67 73 1732 28 20 43 64 23 7
"SH2441642.09FU" 0 0 6 7 0 0 0 2 0 0 0 3 2 0 0 0
"SH2495520.09FU" 1568 2441 1926 3163 2945 2201 2981 2804 3041 2633 1486 2319 1882 1656 1853 1846
"SH2495621.09FU" 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
"SH2499590.09FU" 0 7 0 0 0 0 0 1 0 0 0 0 5 1 1 0
"SH2500109.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH2500732.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"SH2536979.09FU" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"SH2537158.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH2540039.09FU" 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
"SH2575709.09FU" 93239 29924 42284 30063 8535 13745 14131 4524 3863 11510 11438 10895 8105 5326 9909 6095
"SH2578853.09FU" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH2611642.09FU" 0 0 0 0 1 1 5 5 0 0 0 0 2 1 8 1
"SH2612111.09FU" 14 27 20 9 12 122 6 36 125 114 459 440 0 6 1 5
"SH2613324.09FU" 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0
"SH2613775.09FU" 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0
"SH2614173.09FU" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"SH2614519.09FU" 193 329 123 383 163 66 262 87 785 500 200 436 72 43 64 65
"SH2616000.09FU" 150 324 238 468 2648 2008 6090 1468 130 406 325 372 4194 1313 2364 1942
"SH2616631.09FU" 1 6 1 0 3 0 0 3 0 0 0 0 0 2 0 0
"SH2616920.09FU" 143 351 133 268 424 1217 372 374 166 149 220 113 169 218 630 353
"SH2637952.09FU" 2 47 34 3 63 67 102 10 201 11 19 72 69 86 130 64
"SH2726606.09FU" 7 3 44 19 8 6 5 25 89 109 77 43 23 5 63 53
"SH2736155.09FU" 0 0 10 24 0 0 0 6 2 6 3 20 2 0 0 0
"SH2737411.09FU" 0 1 2 2 0 0 1 0 1 1 1 2 0 1 0 4
"SH2737882.09FU" 244 885 269 428 252 152 422 287 335 395 286 378 181 266 399 458
"SH2739547.09FU" 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0
"SH2786046.09FU" 1 1 5 2 26 9 93 72 10 13 6 1 2 5 22 26
"SH2789239.09FU" 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
"SH2897317.09FU" 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH2907477.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"SH2972051.09FU" 95 24 71 149 147 66 602 719 85 72 241 133 124 100 204 527
"SH3077309.09FU" 0 0 3 5 0 0 5 0 0 0 0 0 1 0 0 0
"SH3082323.09FU" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"SH3106886.09FU" 23 38 33 21 3 22 68 40 2 96 19 2 45 59 82 45
"SH3106923.09FU" 1 0 0 2 5 4 4 6 0 1 0 4 8 10 11 3
"SH3109910.09FU" 16 26 25 102 16 29 3 15 10 56 16 41 6 6 8 20
"SH3135923.09FU" 0 0 0 0 0 0 0 0 3 1 5 12 0 0 0 0
"SH3136163.09FU" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"SH3145738.09FU" 6 1 7 22 56 53 30 39 0 0 14 15 31 31 36 9
"SH3146640.09FU" 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0
"SH3152738.09FU" 421 854 1026 911 1315 622 1830 1575 809 1037 1248 1321 805 922 1160 1136
"SH3159528.09FU" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"SH3170534.09FU" 183 251 293 414 1655 1783 1330 2303 135 272 493 1198 739 463 652 615
"SH3177378.09FU" 10 44 21 7 47 58 57 96 56 95 93 43 40 54 37 57
"SH3177798.09FU" 27 22 44 29 246 101 456 235 41 43 36 67 224 312 235 367
"SH3187143.09FU" 0 0 0 0 0 0 0 0 0 4 0 0 4 1 0 0
"SH3188498.09FU" 0 0 0 9 0 0 0 2 0 0 5 0 0 0 0 0
"SH3190031.09FU" 213 171 167 335 216 108 324 558 688 1363 685 984 100 152 204 331
"SH3195171.09FU" 0 10 0 18 0 8 2 0 2 2 0 10 5 7 0 2
"SH3212667.09FU" 3 14 11 46 6 3 0 3 0 5 2 1 12 10 3 3
"SH3213518.09FU" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH3213999.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11
"SH3229235.09FU" 22 0 0 0 27 40 23 82 25 0 4 0 23 20 32 158
"SH3245424.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"SH3745920.09FU" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
"SH3754706.09FU" 1 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0
"SH3798314.09FU" 0 0 1 1 0 0 3 0 0 0 7 9 0 0 9 0
"SH3826481.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"SH3837110.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH3839582.09FU" 36 156 83 190 83 69 96 122 50 51 82 82 142 78 65 97
"SH3899237.09FU" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH3899856.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0
"SH3916676.09FU" 0 11 23 5 0 0 0 0 0 0 0 0 0 0 4 0
"SH3920575.09FU" 352 395 698 1030 516 254 799 756 874 1338 1012 678 267 268 435 596
"SH3926352.09FU" 11 24 16 35 34 17 33 49 700 170 174 121 11 20 24 53
"SH4059696.09FU" 0 1 0 0 0 0 0 0 0 1 0 0 2 0 1 0
"SH4086062.09FU" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH4151653.09FU" 11 2 176 12 7 1 100 8 3 0 10 8 81 53 240 552
"SH4201667.09FU" 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"SH4205205.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"SH4234067.09FU" 313 340 393 503 539 442 410 323 543 455 285 342 472 476 273 353
"SH4240108.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"SH4240338.09FU" 0 0 0 0 0 0 0 0 0 5 6 5 0 0 0 0
"SH4240470.09FU" 6 24 10 13 18 16 32 29 0 0 0 0 38 25 25 20
"SH4241907.09FU" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
"SH4242394.09FU" 3 0 1 9 40 8 3 0 0 16 15 7 7 42 3 0
"SH4242806.09FU" 32 192 15 37 0 0 0 5 10 131 4 1 7 33 0 20
"SH4314954.09FU" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"SH4321377.09FU" 0 0 3 0 0 2 199 2 0 3 0 7 0 0 0 13
"SH4321913.09FU" 0 0 0 0 0 0 0 0 4 2 0 0 1 0 0 0
"SH4323089.09FU" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH4358594.09FU" 0 0 0 0 1 0 0 3 0 0 0 5 0 0 0 0
"SH4359434.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"SH4360035.09FU" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH4360527.09FU" 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
