kingdom	phylum	class	order	family	genus	species
SH1098771.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	s__Phaeosphaeria_sp
SH1098776.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp
SH1098778.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	s__Phaeosphaeria_fuckelii
SH1099475.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1100142.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Polyporales_gen_Incertae_sedis	s__Polyporales_sp
SH1100143.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Fuscopostia	s__Fuscopostia_fragilis
SH1100153.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	s__Postia_ptychogaster
SH1100172.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Polyporales_gen_Incertae_sedis	s__Polyporales_sp
SH1100174.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cyanosporus	s__Cyanosporus_cyanescens
SH1100186.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Polyporales_gen_Incertae_sedis	s__Polyporales_sp
SH1100937.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1102174.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1102436.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH1102553.09FU	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	s__Malassezia_restricta
SH1102555.09FU	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	s__Malassezia_arunalokei
SH1102638.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbiliaceae_gen_Incertae_sedis	s__Orbiliaceae_sp
SH1104100.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	s__Vishniacozyma_kurtzmanii
SH1105900.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	s__Mortierellales_sp
SH1105911.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	s__Mortierellales_sp
SH1105914.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	s__Mortierellales_sp
SH1106461.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	s__Sporisorium_sp
SH1106524.09FU	Fungi	Ascomycota	Sordariomycetes	Melanosporales	Melanosporaceae	Melanospora	s__Melanospora_damnosa
SH1108864.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Kochiomyces	s__Kochiomyces_sp
SH1110856.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanosporaceae_gen_Incertae_sedis	s__Stephanosporaceae_sp
SH1110964.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectriaceae_gen_Incertae_sedis	s__Nectriaceae_sp
SH1111046.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	s__Metapochonia_bulbillosa
SH1111055.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	s__Pochonia_sp
SH1111148.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	s__Claviceps_monticola
SH1111208.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	s__Metapochonia_rubescens
SH1111254.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	s__Metacordyceps_chlamydosporia
SH1111370.09FU	Fungi	Mucoromycota	Endogonomycetes	Endogonomycetes_ord_Incertae_sedis	Endogonomycetes_fam_Incertae_sedis	Endogonomycetes_gen_Incertae_sedis	s__Endogonomycetes_sp
SH1111485.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1111490.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1111576.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Ajellomycetaceae_gen_Incertae_sedis	s__Ajellomycetaceae_sp
SH1111728.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1111978.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	s__Pezizales_sp
SH1112718.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp
SH1112870.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH1114330.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1115018.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1116064.09FU	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp
SH1116420.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp
SH1117023.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117025.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117032.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117034.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117054.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117062.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1117077.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117087.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117091.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117093.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117103.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117106.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117117.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117140.09FU	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	s__Ramicandelaber_sp
SH1117809.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	s__Mucor_sp
SH1117965.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	s__Mortierellaceae_sp
SH1118458.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH1118779.09FU	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
SH1119360.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1119533.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1119766.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulinaceae_gen_Incertae_sedis	s__Clavulinaceae_sp
SH1119769.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulinaceae_gen_Incertae_sedis	s__Clavulinaceae_sp
SH1119941.09FU	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Cladochytriales_fam_Incertae_sedis	Cladochytriales_gen_Incertae_sedis	s__Cladochytriales_sp
SH1119951.09FU	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Cladochytriales_fam_Incertae_sedis	Cladochytriales_gen_Incertae_sedis	s__Cladochytriales_sp
SH1120014.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH1120117.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygenaceae_gen_Incertae_sedis	s__Onygenaceae_sp
SH1120928.09FU	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Chrysozymaceae_gen_Incertae_sedis	s__Chrysozymaceae_sp
SH1121020.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	s__Absidia_spinosa
SH1121142.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1121519.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1122497.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp
SH1123045.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1123845.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Papulaspora	s__Papulaspora_byssina
SH1124857.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	s__Leucoagaricus_pilatianus
SH1125385.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	s__Orbiliales_sp
SH1125576.09FU	Fungi	Zoopagomycota	Zoopagomycota_cls_Incertae_sedis	Zoopagomycota_ord_Incertae_sedis	Zoopagomycota_fam_Incertae_sedis	Zoopagomycota_gen_Incertae_sedis	s__Zoopagomycota_sp
SH1125577.09FU	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Zoopagales_fam_Incertae_sedis	Zoopagales_gen_Incertae_sedis	s__Zoopagales_sp
SH1126067.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	s__Mycena_sanguinolenta
SH1126130.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	s__Mycena_metata
SH1126349.09FU	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	s__Piptocephalis_sp
SH1127039.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_sp
SH1127107.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_aethiopicum
SH1127233.09FU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephoraceae_gen_Incertae_sedis	s__Thelephoraceae_sp
SH1128473.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	s__Rhodocollybia_butyracea_f._asema
SH1130669.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_dentatomarginata
SH1131240.09FU	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
SH1131417.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_chrysogenum
SH1132075.09FU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephoraceae_gen_Incertae_sedis	s__Thelephoraceae_sp
SH1132818.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pyrenopeziza	s__Pyrenopeziza_brassicae
SH1132971.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1133810.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1134139.09FU	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	s__Puccinia_recondita
SH1134998.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	s__Ceratobasidium_sp
SH1135654.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	s__Postia_guttulata
SH1135666.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1136460.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1136580.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1136637.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	s__Panaeolus_acuminatus
SH1136656.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	s__Panaeolus_sp
SH1136990.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygenaceae_gen_Incertae_sedis	s__Onygenaceae_sp
SH1138355.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1139177.09FU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	s__Tomentella_sp
SH1142630.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia	s__Ceriporia_lacerata
SH1142675.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Ceraceomyces	s__Ceraceomyces_sp
SH1143730.09FU	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	s__Piptocephalis_cylindrospora
SH1143978.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1144279.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1144292.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1144707.09FU	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp
SH1144708.09FU	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp
SH1144710.09FU	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp
SH1146132.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Kalmanozyma	s__Kalmanozyma_fusiformata
SH1146155.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilaginaceae_gen_Incertae_sedis	s__Ustilaginaceae_sp
SH1146163.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	s__Pseudozyma_sp
SH1146200.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	s__Ustilago_kummeri
SH1146815.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1147124.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	s__Thanatephorus_cucumeris
SH1147149.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1147165.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	s__Thanatephorus_sp
SH1147236.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	s__Thanatephorus_sp
SH1147770.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomycetaceae_gen_Incertae_sedis	s__Spizellomycetaceae_sp
SH1147774.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp
SH1148040.09FU	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	s__Ochroconis_tshawytschae
SH1148521.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	s__Postia_stiptica
SH1149394.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Paralepista	s__Paralepista_flaccida
SH1149447.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	s__Lyophyllum_loricatum
SH1149503.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	s__Clitocybe_nebularis
SH1149505.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Paralepista	s__Paralepista_flaccida
SH1149678.09FU	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalidaceae_gen_Incertae_sedis	s__Piptocephalidaceae_sp
SH1150320.09FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	s__Lactarius_pubescens
SH1151863.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_anomalus
SH1153593.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	s__Pseudozyma_sp
SH1153860.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH1153890.09FU	Fungi	Kickxellomycota	Kickxellomycota_cls_Incertae_sedis	Kickxellomycota_ord_Incertae_sedis	Kickxellomycota_fam_Incertae_sedis	Kickxellomycota_gen_Incertae_sedis	s__Kickxellomycota_sp
SH1153923.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Duddingtonia	s__Duddingtonia_flagrans
SH1154905.09FU	Fungi	Kickxellomycota	Kickxellomycota_cls_Incertae_sedis	Kickxellomycota_ord_Incertae_sedis	Kickxellomycota_fam_Incertae_sedis	Kickxellomycota_gen_Incertae_sedis	s__Kickxellomycota_sp
SH1154909.09FU	Fungi	Kickxellomycota	Kickxellomycota_cls_Incertae_sedis	Kickxellomycota_ord_Incertae_sedis	Kickxellomycota_fam_Incertae_sedis	Kickxellomycota_gen_Incertae_sedis	s__Kickxellomycota_sp
SH1156172.09FU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	s__Tomentella_lapida
SH1158599.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectriaceae_gen_Incertae_sedis	s__Nectriaceae_sp
SH1158737.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Cystoagaricus	s__Cystoagaricus_sp
SH1159068.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	s__Powellomyces_sp
SH1159070.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	s__Powellomyces_sp
SH1159080.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	s__Powellomyces_sp
SH1159087.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Fimicolochytrium	s__Fimicolochytrium_sp
SH1159558.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1159825.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH1160111.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1160356.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1160357.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp
SH1160366.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillaceae_gen_Incertae_sedis	s__Aspergillaceae_sp
SH1160464.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvopluteus	s__Volvopluteus_gloiocephalus
SH1160574.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp
SH1161991.09FU	Fungi	Aphelidiomycota	Aphelidiomycetes	Aphelidiales	Aphelidiales_fam_Incertae_sedis	Aphelidiales_gen_Incertae_sedis	s__Aphelidiales_sp
SH1162048.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1162054.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1162635.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	s__Hebeloma_sp
SH1162744.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	s__Galerina_venenata
SH1162763.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	s__Agrocybe_pediades
SH1162799.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	s__Hebeloma_lindae
SH1162822.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	s__Agrocybe_flexuosipes
SH1165030.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp
SH1165032.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp
