kingdom	phylum	class	order	family	genus	species
SH1020338.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH1021444.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	s__Cheilymenia_sp
SH1022423.09FU	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	s__Protomyces_inouyei
SH1022448.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	s__Acremonium_fusidioides
SH1026551.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1026610.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	s__Trametes_cinnabarina
SH1026703.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1027161.09FU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Mensularia	s__Mensularia_nodulosa
SH1027483.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1028589.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_striaepes
SH1028590.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitiaceae_gen_Incertae_sedis	s__Bolbitiaceae_sp
SH1029145.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1029379.09FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella	s__Kurtzmaniella_quercitrusa
SH1029537.09FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella	s__Kurtzmaniella_sp
SH1029557.09FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	s__Candida_palmioleophila
SH1029584.09FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	s__Yamadazyma_scolyti
SH1029831.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp
SH1029836.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Halosphaeriaceae_gen_Incertae_sedis	s__Halosphaeriaceae_sp
SH1029838.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp
SH1029963.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Leucosphaerina	s__Leucosphaerina_arxii
SH1030405.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	s__Hymenoscyphus_menthae
SH1030410.09FU	Fungi	Ascomycota	Leotiomycetes	Leotiomycetes_ord_Incertae_sedis	Leotiomycetes_fam_Incertae_sedis	Leotiomycetes_gen_Incertae_sedis	s__Leotiomycetes_sp
SH1030639.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremellaceae_gen_Incertae_sedis	s__Tremellaceae_sp
SH1031532.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp
SH1031754.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Oncopodiella	s__Oncopodiella_sp
SH1031942.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Eurotiales_fam_Incertae_sedis	Eurotiales_gen_Incertae_sedis	s__Eurotiales_sp
SH1032149.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	s__Pezizales_sp
SH1032187.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Helminthosphaeriaceae	Endophragmiella	s__Endophragmiella_sp
SH1032733.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1032745.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectriaceae_gen_Incertae_sedis	s__Bionectriaceae_sp
SH1033315.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	s__Xylaria_primorskensis
SH1033692.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	s__Cercophora_sp
SH1033726.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae_gen_Incertae_sedis	s__Lasiosphaeriaceae_sp
SH1033742.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Bombardiaceae	Ramophialophora	s__Ramophialophora_sp
SH1034206.09FU	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonales_fam_Incertae_sedis	Trichosporonales_gen_Incertae_sedis	s__Trichosporonales_sp
SH1034210.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellomycetes_ord_Incertae_sedis	Tremellomycetes_fam_Incertae_sedis	Tremellomycetes_gen_Incertae_sedis	s__Tremellomycetes_sp
SH1034699.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1035123.09FU	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthales_fam_Incertae_sedis	Magnaporthales_gen_Incertae_sedis	s__Magnaporthales_sp
SH1037033.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH1037090.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH1038477.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1038538.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1038561.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1038567.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1038614.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1038809.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1038856.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1038977.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	s__Mortierellaceae_sp
SH1039137.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1039180.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1039219.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1039256.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1039271.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1039341.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1040473.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1040474.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1040731.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	s__Ceratobasidium_sp
SH1040772.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp
SH1041685.09FU	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	s__Ochroconis_sp
SH1041706.09FU	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuriaceae_gen_Incertae_sedis	s__Sympoventuriaceae_sp
SH1042472.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	s__Glomus_compressum
SH1042484.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH1044581.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH1045101.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	s__Chlorophyllum_rachodes
SH1045102.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	s__Chlorophyllum_brunneum
SH1045410.09FU	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Radulidium	s__Radulidium_subulatum
SH1045435.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp
SH1046038.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae_gen_Incertae_sedis	s__Lasiosphaeriaceae_sp
SH1046042.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp
SH1046127.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1046363.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1046366.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1047123.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	s__Chaetothyriales_sp
SH1048439.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporaceae_gen_Incertae_sedis	s__Polyporaceae_sp
SH1048834.09FU	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Tilletiopsis	s__Tilletiopsis_washingtonensis
SH1053234.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	s__Steccherinum_ochraceum
SH1054946.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Calyptella	s__Calyptella_capula
SH1055162.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	s__Mucor_circinelloides
SH1055993.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Spooneromyces	s__Spooneromyces_microsporus
SH1056194.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_sp
SH1056522.09FU	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp
SH1057489.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	s__Armillaria_borealis
SH1058338.09FU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinopsis	s__Phellinopsis_conchata
SH1058415.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	s__Ustilago_maydis
SH1058579.09FU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Trichaptum	s__Trichaptum_abietinum
SH1059749.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	s__Marasmius_oreades
SH1060282.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	s__Fusarium_sp
SH1060327.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectriaceae_gen_Incertae_sedis	s__Nectriaceae_sp
SH1060350.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	s__Fusarium_poae
SH1060902.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1061904.09FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	s__Zygosaccharomyces_microellipsoides
SH1061921.09FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	s__Debaryomyces_delbrueckii
SH1061989.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1062064.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1062590.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Tranzscheliella	s__Tranzscheliella_yupeitaniae
SH1062808.09FU	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	s__Malassezia_sp
SH1062958.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_orientale
SH1063250.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Rhodocybe	s__Rhodocybe_gemina
SH1063473.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	s__Absidia_glauca
SH1063487.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	s__Absidia_sp
SH1063488.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	s__Absidia_glauca
SH1063489.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	s__Absidia_glauca
SH1063498.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	s__Absidia_sp
SH1063533.09FU	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolus	s__Sphaerobolus_ingoldii
SH1063535.09FU	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolus	s__Sphaerobolus_ingoldii
SH1064675.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanosporaceae_gen_Incertae_sedis	s__Stephanosporaceae_sp
SH1064680.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanosporaceae_gen_Incertae_sedis	s__Stephanosporaceae_sp
SH1065776.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_rodmanii
SH1065777.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_piluliferum
SH1066371.09FU	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp
SH1066434.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_sp
SH1066462.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_sp
SH1066686.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_sp
SH1066941.09FU	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidiaceae_gen_Incertae_sedis	s__Olpidiaceae_sp
SH1066997.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_sp
SH1067235.09FU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Amaurodon	s__Amaurodon_sp
SH1067354.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1067361.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1067621.09FU	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_sp
SH1067652.09FU	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_rosea
SH1067657.09FU	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_rosea
SH1067658.09FU	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_rosea
SH1068126.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp
SH1068207.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	s__Paraphaeosphaeria_michotii
SH1068224.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	s__Paraconiothyrium_estuarinum
SH1068234.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerellaceae_gen_Incertae_sedis	s__Plectosphaerellaceae_sp
SH1068371.09FU	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	s__Kondoa_myxariophila
SH1068547.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomes	s__Fomes_inzengae
SH1068872.09FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	s__Peniophora_quercina
SH1068894.09FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	s__Peniophora_lilacea
SH1068904.09FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	s__Peniophora_tamaricicola
SH1068907.09FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	s__Peniophora_nuda
SH1069038.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Staphylotrichum	s__Staphylotrichum_sp
SH1069220.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Rhexocercosporidium	s__Rhexocercosporidium_sp
SH1069315.09FU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletales_fam_Incertae_sedis	Hydnomerulius	s__Hydnomerulius_pinastri
SH1070034.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1070194.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	s__Cephalotrichum_stemonitis
SH1070206.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Acaulium	s__Acaulium_caviariforme
SH1070223.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	s__Scopulariopsis_candida
SH1070236.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pithoascus	s__Pithoascus_nidicola
SH1070239.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Acaulium	s__Acaulium_caviariforme
SH1070271.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	s__Microascus_brevicaulis
SH1070903.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	s__Chaetothyriales_sp
SH1071202.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	s__Mrakia_blollopis
SH1071203.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	s__Mrakia_montana
SH1071204.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	s__Tausonia_pullulans
SH1071508.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	s__Cyphellophora_sp
SH1071618.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygenaceae_gen_Incertae_sedis	s__Onygenaceae_sp
SH1071928.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Strophariaceae_gen_Incertae_sedis	s__Strophariaceae_sp
SH1072520.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	s__Exophiala_sp
SH1072526.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	s__Exophiala_salmonis
SH1072530.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	s__Exophiala_equina
SH1072909.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	s__Acremonium_rutilum
SH1073435.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	s__Pezizaceae_sp
SH1073931.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stylonectria	s__Stylonectria_sp
SH1073934.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Collarina	s__Collarina_sp
SH1073994.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	s__Stachybotrys_chartarum
SH1074019.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	s__Stachybotryaceae_sp
SH1074036.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	s__Myrothecium_sp
SH1074075.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1074129.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	s__Stachybotryaceae_sp
SH1074162.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Paracremonium	s__Paracremonium_binnewijzendii
SH1074164.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	s__Albifimbria_verrucaria
SH1074202.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1074224.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Collarina	s__Collarina_sp
SH1074226.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	s__Paramyrothecium_terrestris
SH1074275.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	s__Pseudocosmospora_eutypae
SH1074565.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	s__Clavaria_tenuipes
SH1074578.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	s__Clavaria_californica
SH1074706.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp
SH1074730.09FU	Fungi	Ascomycota	Sordariomycetes	Boliniales	Boliniales_fam_Incertae_sedis	Paramicrothyrium	s__Paramicrothyrium_sp
SH1074744.09FU	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	s__Phomatospora_sp
SH1074750.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp
SH1076177.09FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales_gen_Incertae_sedis	s__Saccharomycetales_sp
SH1076244.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Ochronectria	s__Ochronectria_thailandica
SH1076358.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Rectifusarium	s__Rectifusarium_ventricosum
